index,filepath,true_label,target_class,original_probability,cam_region_blur_probability,cam_region_probability_drop,random_region_blur_probability,random_region_probability_drop,cam_minus_random_drop
14,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0019-0001.jpeg,0,1,0.9920165538787842,0.8561912178993225,0.13582533597946167,0.9542899131774902,0.037726640701293945,0.09809869527816772
15,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0021-0001.jpeg,0,1,0.5592889189720154,0.2796127200126648,0.2796761989593506,0.09651706367731094,0.46277185529470444,-0.18309565633535385
16,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0022-0001.jpeg,0,1,0.9999756813049316,0.9900465607643127,0.009929120540618896,0.9992607235908508,0.0007149577140808105,0.009214162826538086
17,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0023-0001.jpeg,0,0,0.8165795207023621,0.017851026728749275,0.7987284939736128,0.9299249053001404,-0.11334538459777832,0.9120738785713911
18,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0025-0001.jpeg,0,0,0.9958426356315613,0.013128645718097687,0.9827139899134636,0.09311921149492264,0.9027234241366386,0.07999056577682495
19,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0027-0001.jpeg,0,0,0.9512057900428772,0.059246208518743515,0.8919595815241337,0.9471501708030701,0.004055619239807129,0.8879039622843266
20,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0028-0001.jpeg,0,0,0.7242146730422974,0.009574462659657001,0.7146402103826404,0.8186287879943848,-0.0944141149520874,0.8090543253347278
21,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0029-0001.jpeg,0,0,0.8860498666763306,0.010719263926148415,0.8753306027501822,0.9738620519638062,-0.08781218528747559,0.9631427880376577
22,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0030-0001.jpeg,0,1,0.6004030704498291,0.579748809337616,0.020654261112213135,0.42569655179977417,0.17470651865005493,-0.1540522575378418
23,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0031-0001.jpeg,0,0,0.8483221530914307,0.04976537451148033,0.7985567785799503,0.9056484699249268,-0.057326316833496094,0.8558830954134464
24,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0033-0001-0001.jpeg,0,1,0.7474459409713745,0.4906321167945862,0.25681382417678833,0.5272639989852905,0.22018194198608398,0.036631882190704346
25,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0033-0001-0002.jpeg,0,0,0.6226605176925659,0.17050738632678986,0.45215313136577606,0.9124126434326172,-0.28975212574005127,0.7419052571058273
26,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0033-0001.jpeg,0,0,0.7875927686691284,0.03349755331873894,0.7540952153503895,0.7259871363639832,0.061605632305145264,0.6924895830452442
27,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0035-0001.jpeg,0,0,0.9942041039466858,0.006050283554941416,0.9881538203917444,0.747611939907074,0.24659216403961182,0.7415616563521326
28,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0036-0001.jpeg,0,1,0.8728001713752747,0.338968425989151,0.5338317453861237,0.8518001437187195,0.021000027656555176,0.5128317177295685
29,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0037-0001.jpeg,0,1,0.8012759685516357,0.42576590180397034,0.3755100667476654,0.2813343405723572,0.5199416279792786,-0.14443156123161316
30,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0039-0001.jpeg,0,1,0.5833702683448792,0.2139013111591339,0.36946895718574524,0.049721989780664444,0.5336482785642147,-0.16417932137846947
31,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0041-0001.jpeg,0,0,0.7681494951248169,0.06583047658205032,0.7023190185427666,0.8136656284332275,-0.045516133308410645,0.7478351518511772
32,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0043-0001.jpeg,0,0,0.9735218286514282,0.0037437162827700377,0.9697781123686582,0.7003608345985413,0.27316099405288696,0.6966171183157712
33,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0045-0001.jpeg,0,0,0.9878811836242676,0.006287518423050642,0.9815936652012169,0.5301864147186279,0.45769476890563965,0.5238988962955773
34,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0046-0001.jpeg,0,0,0.8131661415100098,0.004463228862732649,0.8087029126472771,0.8397380113601685,-0.02657186985015869,0.8352747824974358
35,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0049-0001.jpeg,0,0,0.7721330523490906,0.0005596893024630845,0.7715733630466275,0.4866960346698761,0.2854370176792145,0.486136345367413
36,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0050-0001.jpeg,0,0,0.9810763597488403,0.015087728388607502,0.9659886313602328,0.8801867961883545,0.10088956356048584,0.865099067799747
37,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0059-0001.jpeg,0,0,0.9858533143997192,0.7851546406745911,0.20069867372512817,0.9707363843917847,0.01511693000793457,0.1855817437171936
38,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0061-0001.jpeg,0,0,0.9838222861289978,0.21212586760520935,0.7716964185237885,0.9563310742378235,0.027491211891174316,0.7442052066326141
39,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0063-0001.jpeg,0,0,0.9953930377960205,0.20959891378879547,0.785794124007225,0.6278193593025208,0.36757367849349976,0.4182204455137253
40,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0065-0001.jpeg,0,1,0.983180582523346,0.45602741837501526,0.5271531641483307,0.5829731225967407,0.4002074599266052,0.12694570422172546
41,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0067-0001.jpeg,0,0,0.9912689924240112,0.7591053247451782,0.232163667678833,0.9900368452072144,0.001232147216796875,0.23093152046203613
42,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0069-0001.jpeg,0,0,0.9828373193740845,0.4511173665523529,0.5317199528217316,0.9875671863555908,-0.004729866981506348,0.5364498198032379
43,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0070-0001.jpeg,0,0,0.9994327425956726,0.31446459889411926,0.6849681437015533,0.9746115207672119,0.024821221828460693,0.6601469218730927
44,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0071-0001.jpeg,0,1,0.9722674489021301,0.8640698790550232,0.10819756984710693,0.976688802242279,-0.004421353340148926,0.11261892318725586
45,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0073-0001.jpeg,0,1,0.9999741315841675,0.9978159666061401,0.0021581649780273438,0.9944241642951965,0.005549967288970947,-0.0033918023109436035
46,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0075-0001.jpeg,0,1,0.9854871034622192,0.9456557035446167,0.03983139991760254,0.9584592580795288,0.02702784538269043,0.01280355453491211
47,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0077-0001.jpeg,0,1,0.6899406313896179,0.15807579457759857,0.5318648368120193,0.5551565885543823,0.1347840428352356,0.39708079397678375
48,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0079-0001.jpeg,0,1,0.971198320388794,0.7019641399383545,0.26923418045043945,0.967205286026001,0.003993034362792969,0.2652411460876465
49,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0081-0001.jpeg,0,0,0.6319535970687866,0.1796349436044693,0.4523186534643173,0.4738560616970062,0.1580975353717804,0.2942211180925369
50,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0083-0001.jpeg,0,0,0.9982646107673645,0.1704523265361786,0.8278122842311859,0.9317137002944946,0.06655091047286987,0.761261373758316
51,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0084-0001.jpeg,0,0,0.9791780710220337,0.20448118448257446,0.7746968865394592,0.952521026134491,0.026657044887542725,0.7480398416519165
52,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0085-0001.jpeg,0,1,0.9999209642410278,0.9624120593070984,0.03750890493392944,0.9989342093467712,0.0009867548942565918,0.03652215003967285
53,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0086-0001.jpeg,0,0,0.9076099991798401,0.017811676487326622,0.8897983226925135,0.8061255812644958,0.10148441791534424,0.7883139047771692
54,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0087-0001.jpeg,0,1,0.8742863535881042,0.17581740021705627,0.698468953371048,0.7358298301696777,0.1384565234184265,0.5600124299526215
55,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0089-0001.jpeg,0,0,0.9942858815193176,0.07452655583620071,0.9197593256831169,0.7062273621559143,0.2880585193634033,0.6317008063197136
56,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0091-0001.jpeg,0,1,0.9999316930770874,0.9634859561920166,0.0364457368850708,0.9987578392028809,0.001173853874206543,0.03527188301086426
57,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0093-0001.jpeg,0,0,0.971665620803833,0.7055040597915649,0.26616156101226807,0.9453955292701721,0.02627009153366089,0.23989146947860718
58,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0095-0001.jpeg,0,0,0.6283086538314819,0.2861008644104004,0.34220778942108154,0.49677449464797974,0.1315341591835022,0.21067363023757935
59,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0097-0001.jpeg,0,0,0.839937686920166,0.2735404074192047,0.5663972795009613,0.3615209758281708,0.47841671109199524,0.08798056840896606
60,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0099-0001.jpeg,0,0,0.99781334400177,0.6746295094490051,0.3231838345527649,0.9909804463386536,0.006832897663116455,0.31635093688964844
61,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0101-0001.jpeg,0,1,0.999982476234436,0.9843822121620178,0.015600264072418213,0.9945271611213684,0.005455315113067627,0.010144948959350586
62,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0102-0001.jpeg,0,1,0.999453604221344,0.8915068507194519,0.10794675350189209,0.9903072118759155,0.009146392345428467,0.09880036115646362
63,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0103-0001.jpeg,0,0,0.9996846914291382,0.6458047032356262,0.35387998819351196,0.983653724193573,0.016030967235565186,0.3378490209579468
64,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0105-0001.jpeg,0,0,0.9479489922523499,0.7263501882553101,0.2215988039970398,0.988064706325531,-0.04011571407318115,0.26171451807022095
65,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0107-0001.jpeg,0,0,0.9972921013832092,0.40469664335250854,0.5925954580307007,0.9835264086723328,0.013765692710876465,0.5788297653198242
66,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0109-0001.jpeg,0,1,0.6985449194908142,0.31749245524406433,0.3810524642467499,0.6187480688095093,0.07979685068130493,0.30125561356544495
67,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0110-0001.jpeg,0,1,0.9999833106994629,0.9205262064933777,0.0794571042060852,0.9989137649536133,0.0010695457458496094,0.0783875584602356
68,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\IM-0111-0001.jpeg,0,0,0.8999875783920288,0.30932384729385376,0.590663731098175,0.8772182464599609,0.02276933193206787,0.5678943991661072
69,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0007-0001.jpeg,0,0,0.9053007364273071,0.20388631522655487,0.7014144212007523,0.9107773303985596,-0.005476593971252441,0.7068910151720047
70,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0012-0001.jpeg,0,0,0.9506397843360901,0.22993260622024536,0.7207071781158447,0.9606491923332214,-0.010009407997131348,0.7307165861129761
71,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0013-0001.jpeg,0,0,0.9937055706977844,0.6658113598823547,0.3278942108154297,0.9877959489822388,0.005909621715545654,0.32198458909988403
72,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0019-0001.jpeg,0,0,0.8865057229995728,0.009204463101923466,0.8773012598976493,0.20804867148399353,0.6784570515155792,0.19884420838207006
73,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0023-0001.jpeg,0,0,0.9790564775466919,0.7654247283935547,0.2136317491531372,0.987787663936615,-0.008731186389923096,0.2223629355430603
74,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0027-0001.jpeg,0,0,0.8433520793914795,0.005240852013230324,0.8381112273782492,0.967726469039917,-0.1243743896484375,0.9624856170266867
75,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0028-0001.jpeg,0,0,0.8501940369606018,0.037733059376478195,0.8124609775841236,0.4408184289932251,0.4093756079673767,0.4030853696167469
76,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0029-0001.jpeg,0,0,0.9741962552070618,0.19532285630702972,0.778873398900032,0.8889667987823486,0.08522945642471313,0.6936439424753189
77,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0030-0001.jpeg,0,0,0.9963746666908264,0.03841663524508476,0.9579580314457417,0.09985252469778061,0.8965221419930458,0.06143588945269585
78,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0033-0001.jpeg,0,0,0.9997668862342834,0.16822759807109833,0.8315392881631851,0.9919136762619019,0.007853209972381592,0.8236860781908035
79,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0035-0001.jpeg,0,0,0.9198508858680725,0.04566485807299614,0.8741860277950764,0.8217428922653198,0.09810799360275269,0.7760780341923237
80,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0041-0001.jpeg,0,1,0.736480176448822,0.38275447487831116,0.35372570157051086,0.7788190245628357,-0.04233884811401367,0.39606454968452454
81,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0045-0001.jpeg,0,0,0.9573016166687012,0.4048928916454315,0.5524087250232697,0.9937146306037903,-0.03641301393508911,0.5888217389583588
82,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0051-0001.jpeg,0,0,0.9760899543762207,0.003767614485695958,0.9723223398905247,0.9031950235366821,0.07289493083953857,0.8994274090509862
83,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0052-0001.jpeg,0,0,0.9989696741104126,0.007653384935110807,0.9913162891753018,0.0041586109437048435,0.9948110631667078,-0.003494773991405964
84,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0058-0001.jpeg,0,0,0.9926074743270874,0.02684897370636463,0.9657585006207228,0.9422329068183899,0.05037456750869751,0.9153839331120253
85,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0059-0001.jpeg,0,0,0.6936327219009399,0.20794297754764557,0.4856897443532944,0.8091284036636353,-0.11549568176269531,0.6011854261159897
86,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0060-0001.jpeg,0,0,0.9903171062469482,0.029746919870376587,0.9605701863765717,0.537073016166687,0.45324409008026123,0.5073260962963104
87,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0066-0001.jpeg,0,0,0.8610764741897583,0.1976768672466278,0.6633996069431305,0.9309917688369751,-0.0699152946472168,0.7333149015903473
88,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0072-0001.jpeg,0,0,0.5554117560386658,0.03507504612207413,0.5203367099165916,0.33407801389694214,0.22133374214172363,0.299002967774868
89,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0073-0001.jpeg,0,0,0.9921417236328125,0.04119033366441727,0.9509513899683952,0.7903611660003662,0.2017805576324463,0.7491708323359489
90,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0079-0001.jpeg,0,0,0.9996896982192993,0.16163718700408936,0.83805251121521,0.9893043041229248,0.010385394096374512,0.8276671171188354
91,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0081-0001.jpeg,0,0,0.664883017539978,0.053076598793268204,0.6118064187467098,0.8009682893753052,-0.13608527183532715,0.747891690582037
92,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0086-0001.jpeg,0,0,0.9953877329826355,0.1545080542564392,0.8408796787261963,0.9201287627220154,0.07525897026062012,0.7656207084655762
93,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0092-0001.jpeg,0,0,0.6132276058197021,0.18212361633777618,0.43110398948192596,0.32559821009635925,0.2876293957233429,0.14347459375858307
94,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0095-0001.jpeg,0,0,0.8574365377426147,0.11483084410429001,0.7426056936383247,0.44655346870422363,0.4108830690383911,0.3317226245999336
95,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0096-0001.jpeg,0,0,0.8574365377426147,0.11483084410429001,0.7426056936383247,0.7384787201881409,0.11895781755447388,0.6236478760838509
96,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0098-0001.jpeg,0,0,0.9962183833122253,0.06847463548183441,0.9277437478303909,0.8746581077575684,0.12156027555465698,0.806183472275734
97,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0102-0001.jpeg,0,0,0.5632174015045166,0.08397449553012848,0.4792429059743881,0.365757554769516,0.1974598467350006,0.2817830592393875
98,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0105-0001.jpeg,0,0,0.6746019721031189,0.1692686825990677,0.5053332895040512,0.8925403356552124,-0.2179383635520935,0.7232716530561447
99,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0107-0001.jpeg,0,1,0.5928574204444885,0.2937098443508148,0.2991475760936737,0.26120832562446594,0.3316490948200226,-0.03250151872634888
100,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0110-0001.jpeg,0,0,0.9921315312385559,0.10207599401473999,0.8900555372238159,0.9845268726348877,0.007604658603668213,0.8824508786201477
101,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0111-0001.jpeg,0,1,0.8812829256057739,0.8245177268981934,0.056765198707580566,0.9227542877197266,-0.04147136211395264,0.0982365608215332
102,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0112-0001.jpeg,0,0,0.980444073677063,0.005054597742855549,0.9753894759342074,0.8887916207313538,0.09165245294570923,0.8837370229884982
103,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0117-0001.jpeg,0,1,0.8122192025184631,0.39337560534477234,0.4188435971736908,0.5276134610176086,0.2846057415008545,0.1342378556728363
104,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0120-0001.jpeg,0,0,0.6554370522499084,0.1669021099805832,0.48853494226932526,0.4055994749069214,0.24983757734298706,0.2386973649263382
105,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0123-0001.jpeg,0,1,0.9113685488700867,0.769112229347229,0.14225631952285767,0.8676578402519226,0.04371070861816406,0.0985456109046936
106,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0129-0001.jpeg,0,0,0.992592990398407,0.052306514233350754,0.9402864761650562,0.9827402830123901,0.009852707386016846,0.9304337687790394
107,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0130-0001.jpeg,0,0,0.9984630346298218,0.7190431952476501,0.27941983938217163,0.9923586249351501,0.006104409694671631,0.2733154296875
108,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0131-0001.jpeg,0,1,0.7622908353805542,0.5806650519371033,0.18162578344345093,0.4433346092700958,0.3189562261104584,-0.13733044266700745
109,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0132-0001.jpeg,0,1,0.54144686460495,0.37477922439575195,0.166667640209198,0.5081272721290588,0.03331959247589111,0.13334804773330688
110,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0135-0001.jpeg,0,0,0.593161940574646,0.028686556965112686,0.5644753836095333,0.7677401900291443,-0.1745782494544983,0.7390536330640316
111,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0139-0001.jpeg,0,0,0.9577442407608032,0.5585271120071411,0.3992171287536621,0.9730601906776428,-0.0153159499168396,0.4145330786705017
112,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0141-0001.jpeg,0,0,0.9994105100631714,0.2526150941848755,0.7467954158782959,0.9278447031974792,0.07156580686569214,0.6752296090126038
113,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0145-0001.jpeg,0,0,0.5108157992362976,0.09907109290361404,0.41174470633268356,0.4629724323749542,0.047843366861343384,0.3639013394713402
114,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0146-0001.jpeg,0,0,0.8390486836433411,0.16214966773986816,0.6768990159034729,0.6910196542739868,0.14802902936935425,0.5288699865341187
115,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0150-0001.jpeg,0,1,0.6399728655815125,0.12514716386795044,0.514825701713562,0.43943309783935547,0.20053976774215698,0.31428593397140503
116,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0171-0001.jpeg,0,0,0.7294553518295288,0.08891917020082474,0.6405361816287041,0.32835349440574646,0.40110185742378235,0.23943432420492172
117,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0173-0001-0001.jpeg,0,0,0.9469009637832642,0.042592644691467285,0.9043083190917969,0.08604494482278824,0.8608560189604759,0.04345230013132095
118,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0173-0001-0002.jpeg,0,0,0.9469009637832642,0.042592644691467285,0.9043083190917969,0.2263771891593933,0.7205237746238708,0.18378454446792603
119,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0195-0001.jpeg,0,1,0.9988282322883606,0.9610005021095276,0.03782773017883301,0.9997954964637756,-0.0009672641754150391,0.03879499435424805
120,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0196-0001.jpeg,0,1,0.9933833479881287,0.8966915011405945,0.09669184684753418,0.9986016154289246,-0.0052182674407958984,0.10191011428833008
121,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0198-0001.jpeg,0,1,0.9999524354934692,0.9973427653312683,0.0026096701622009277,0.9990875720977783,0.000864863395690918,0.0017448067665100098
122,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0199-0001.jpeg,0,1,0.9260586500167847,0.6328807473182678,0.29317790269851685,0.9529781341552734,-0.02691948413848877,0.3200973868370056
123,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0201-0001.jpeg,0,1,0.9991915822029114,0.9741306304931641,0.025060951709747314,0.9995183944702148,-0.0003268122673034668,0.02538776397705078
124,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0206-0001.jpeg,0,1,0.9999425411224365,0.992537796497345,0.007404744625091553,0.9998177886009216,0.00012475252151489258,0.00727999210357666
125,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0207-0001.jpeg,0,0,0.9914976954460144,0.23380601406097412,0.7576916813850403,0.9871631264686584,0.004334568977355957,0.7533571124076843
126,D:\pneumonia-data\chest-xray\chest_xray\test\NORMAL\NORMAL2-IM-0210-0001.jpeg,0,1,0.9998853206634521,0.9241344928741455,0.07575082778930664,0.9993402361869812,0.0005450844764709473,0.0752057433128357
